Datetime,Mission ID,Mission,Mission Attempt,Doll Type,Doll Name,Doll Rarity,Doll Core,Equip Type,Equip Name,Equip Rarity
2024-06-02 05:01:38,128,Old Friend,753,HG,Gr USPCompact,2,0,,,
2024-06-02 05:02:06,128,Old Friend,753,HG,MP-446,2,0,,,
2024-06-02 05:02:58,128,Old Friend,753,MG,DP28,2,0,,,
2024-06-02 05:03:28,128,Old Friend,753,MG,Bren,3,1,,,
2024-06-02 05:03:46,128,Old Friend,753,HG,P08,3,1,,,
2024-06-02 05:05:43,128,Old Friend,754,SMG,Type64,2,0,,,
2024-06-02 05:06:39,128,Old Friend,754,MG,FG42,2,0,,,
2024-06-02 05:07:10,128,Old Friend,754,RF,G43,2,0,,,
2024-06-02 05:07:26,128,Old Friend,754,SMG,PPSh-41,2,0,,,
2024-06-02 05:09:28,128,Old Friend,755,SMG,IDW,2,0,,,
2024-06-02 05:09:57,128,Old Friend,755,HG,Type92,3,1,,,
2024-06-02 05:10:29,128,Old Friend,755,RF,G43,2,0,,,
2024-06-02 05:10:57,128,Old Friend,755,SMG,Type64,2,0,,,
2024-06-02 05:11:14,128,Old Friend,755,SMG,MP40,2,0,,,
2024-06-02 05:13:35,128,Old Friend,756,RF,VM59,2,0,,,
2024-06-02 05:14:30,128,Old Friend,756,SMG,MP40,2,0,,,
2024-06-02 05:14:58,128,Old Friend,756,AR,SIG-510,2,0,,,
2024-06-02 05:15:27,128,Old Friend,756,AR,L85A1,2,0,,,
2024-06-02 05:15:42,128,Old Friend,756,SMG,Type64,2,0,,,
2024-06-02 05:19:06,128,Old Friend,757,RF,VM59,2,0,,,
2024-06-02 05:19:34,128,Old Friend,757,SMG,IDW,2,0,,,
2024-06-02 05:20:21,128,Old Friend,757,AR,SIG-510,2,0,,,
2024-06-02 05:20:46,128,Old Friend,757,SMG,PPSh-41,2,0,,,
2024-06-02 05:21:02,128,Old Friend,757,SMG,PPSh-41,2,0,,,
2024-06-02 05:36:50,128,Old Friend,758,RF,M1 Garand,3,1,,,
2024-06-02 05:37:17,128,Old Friend,758,HG,M9,3,1,,,
2024-06-02 05:38:10,128,Old Friend,758,SMG,STEN MkⅡ,3,1,,,
2024-06-02 05:38:40,128,Old Friend,758,RF,VM59,2,0,,,
2024-06-02 05:38:58,128,Old Friend,758,SMG,PPSh-41,2,0,,,
2024-06-02 05:45:15,128,Old Friend,759,MG,FG42,2,0,,,
2024-06-02 05:45:42,128,Old Friend,759,HG,PPK,2,0,,,
2024-06-02 05:46:33,128,Old Friend,759,SMG,PPSh-41,2,0,,,
2024-06-02 05:47:02,128,Old Friend,759,AR,SIG-510,2,0,,,
2024-06-02 05:47:17,128,Old Friend,759,SMG,MP40,2,0,,,
2024-06-02 06:32:40,128,Old Friend,760,HG,MP-446,2,0,,,
2024-06-02 06:33:08,128,Old Friend,760,AR,Type63,2,0,,,
2024-06-02 06:33:37,128,Old Friend,760,HG,Gr USPCompact,2,0,,,
2024-06-02 06:34:06,128,Old Friend,760,MG,DP28,2,0,,,
2024-06-02 06:34:35,128,Old Friend,760,SMG,PPSh-41,2,0,,,
2024-06-02 06:34:53,128,Old Friend,760,SMG,MP40,2,0,,,
2024-06-02 06:37:12,128,Old Friend,761,AR,SIG-510,2,0,,,
2024-06-02 06:37:42,128,Old Friend,761,AR,Type63,2,0,,,
2024-06-02 06:38:10,128,Old Friend,761,HG,MP-446,2,0,,,
2024-06-02 06:38:39,128,Old Friend,761,HG,PPK,2,0,,,
2024-06-02 06:38:56,128,Old Friend,761,RF,VM59,2,0,,,
2024-06-02 06:42:23,128,Old Friend,762,HG,MP-446,2,0,,,
2024-06-02 06:42:50,128,Old Friend,762,RF,M1 Garand,3,1,,,
2024-06-02 06:43:41,128,Old Friend,762,MG,FG42,2,0,,,
2024-06-02 06:44:09,128,Old Friend,762,RF,SV-98,3,1,,,
2024-06-02 06:44:22,128,Old Friend,762,SMG,Type64,2,0,,,
2024-06-02 06:46:14,128,Old Friend,763,HG,MP-446,2,0,,,
2024-06-02 06:46:42,128,Old Friend,763,SMG,IDW,2,0,,,
2024-06-02 06:47:31,128,Old Friend,763,RF,VM59,2,0,,,
2024-06-02 06:47:56,128,Old Friend,763,SMG,m45,2,0,,,
2024-06-02 06:48:08,128,Old Friend,763,AR,OTs-12,3,1,,,
2024-06-02 06:49:27,128,Old Friend,764,HG,P08,3,1,,,
2024-06-02 06:49:49,128,Old Friend,764,AR,SIG-510,2,0,,,
2024-06-02 06:50:34,128,Old Friend,764,HG,MP-446,2,0,,,
2024-06-02 06:50:58,128,Old Friend,764,RF,G43,2,0,,,
2024-06-02 06:51:10,128,Old Friend,764,SMG,IDW,2,0,,,
2024-06-02 06:52:46,128,Old Friend,765,HG,Gr USPCompact,2,0,,,
2024-06-02 06:53:12,128,Old Friend,765,HG,Gr USPCompact,2,0,,,
2024-06-02 06:53:35,128,Old Friend,765,HG,Gr USPCompact,2,0,,,
2024-06-02 06:53:58,128,Old Friend,765,HG,P08,3,1,,,
2024-06-02 06:54:12,128,Old Friend,765,HG,PPK,2,0,,,
2024-06-02 06:56:21,128,Old Friend,766,HG,MP-446,2,0,,,
2024-06-02 06:56:48,128,Old Friend,766,HG,PPK,2,0,,,
2024-06-02 06:57:18,128,Old Friend,766,HG,PPK,2,0,,,
2024-06-02 06:57:41,128,Old Friend,766,HG,Tokarev,3,1,,,
2024-06-02 06:58:09,128,Old Friend,766,AR,Type63,2,0,,,
2024-06-02 06:58:23,128,Old Friend,766,SMG,PPSh-41,2,0,,,
2024-06-02 07:00:18,128,Old Friend,767,SMG,PPSh-41,2,0,,,
2024-06-02 07:00:45,128,Old Friend,767,SMG,IDW,2,0,,,
2024-06-02 07:01:09,128,Old Friend,767,AR,Type63,2,0,,,
2024-06-02 07:01:36,128,Old Friend,767,SMG,PPS-43,3,1,,,
2024-06-02 07:01:50,128,Old Friend,767,HG,P08,3,1,,,
2024-06-02 07:03:35,128,Old Friend,768,HG,MP-446,2,0,,,
2024-06-02 07:04:01,128,Old Friend,768,SMG,IDW,2,0,,,
2024-06-02 07:04:29,128,Old Friend,768,SMG,IDW,2,0,,,
2024-06-02 07:04:56,128,Old Friend,768,AR,SIG-510,2,0,,,
2024-06-02 07:05:23,128,Old Friend,768,HG,Gr USPCompact,2,0,,,
2024-06-02 07:05:39,128,Old Friend,768,RF,VM59,2,0,,,
2024-06-02 07:38:21,128,Old Friend,769,SMG,IDW,2,0,,,
2024-06-02 07:38:49,128,Old Friend,769,RF,SVT-38,2,0,,,
2024-06-02 07:39:17,128,Old Friend,769,HG,Gr USPCompact,2,0,,,
2024-06-02 07:39:49,128,Old Friend,769,MG,FG42,2,0,,,
2024-06-02 07:40:19,128,Old Friend,769,RF,M1 Garand,3,1,,,
2024-06-02 07:40:37,128,Old Friend,769,AR,Type63,2,0,,,
2024-06-02 07:50:08,128,Old Friend,770,RF,VM59,2,0,,,
2024-06-02 07:50:38,128,Old Friend,770,AR,Type63,2,0,,,
2024-06-02 07:51:07,128,Old Friend,770,SMG,IDW,2,0,,,
2024-06-02 07:51:37,128,Old Friend,770,MG,Bren,3,1,,,
2024-06-02 07:51:54,128,Old Friend,770,RF,VM59,2,0,,,
2024-06-02 07:53:48,128,Old Friend,771,AR,L85A1,2,0,,,
2024-06-02 07:54:37,128,Old Friend,771,AR,SIG-510,2,0,,,
2024-06-02 07:55:13,128,Old Friend,771,RF,G43,2,0,,,
2024-06-02 07:55:47,128,Old Friend,771,SMG,PPSh-41,2,0,,,
2024-06-02 07:56:20,128,Old Friend,771,MG,DP28,2,0,,,
2024-06-02 07:56:38,128,Old Friend,771,AR,Type63,2,0,,,
2024-06-02 17:37:15,128,Old Friend,772,SMG,PPS-43,3,1,,,
2024-06-02 17:37:44,128,Old Friend,772,SMG,IDW,2,0,,,
2024-06-02 17:38:44,128,Old Friend,772,RF,G43,2,0,,,
2024-06-02 17:39:12,128,Old Friend,772,AR,L85A1,2,0,,,
2024-06-02 17:39:32,128,Old Friend,772,AR,StG44,3,1,,,
2024-06-02 17:41:29,128,Old Friend,773,SMG,IDW,2,0,,,
2024-06-02 17:41:58,128,Old Friend,773,HG,Gr USPCompact,2,0,,,
2024-06-02 17:42:27,128,Old Friend,773,RF,G43,2,0,,,
2024-06-02 17:42:54,128,Old Friend,773,SMG,m45,2,0,,,
2024-06-02 17:43:23,128,Old Friend,773,SMG,PPSh-41,2,0,,,
2024-06-02 17:43:35,128,Old Friend,773,RF,VM59,2,0,,,
2024-06-02 17:51:42,128,Old Friend,774,RF,VM59,2,0,,,
2024-06-02 17:52:06,128,Old Friend,774,HG,Gr USPCompact,2,0,,,
2024-06-02 17:52:36,128,Old Friend,774,HG,PPK,2,0,,,
2024-06-02 17:53:00,128,Old Friend,774,RF,G43,2,0,,,
2024-06-02 17:53:27,128,Old Friend,774,HG,M1895,2,0,,,
2024-06-02 17:53:40,128,Old Friend,774,HG,Gr USPCompact,2,0,,,
2024-06-02 18:09:42,128,Old Friend,775,SMG,MP40,2,0,,,
2024-06-02 18:10:11,128,Old Friend,775,AR,StG44,3,1,,,
2024-06-02 18:10:41,128,Old Friend,775,RF,G43,2,0,,,
2024-06-02 18:11:15,128,Old Friend,775,RF,Mosin-Nagant,4,3,,,
2024-06-02 18:11:45,128,Old Friend,775,RF,VM59,2,0,,,
2024-06-02 18:12:02,128,Old Friend,775,SMG,MP40,2,0,,,
2024-06-02 18:48:54,128,Old Friend,776,MG,FG42,2,0,,,
2024-06-02 18:49:25,128,Old Friend,776,RF,VM59,2,0,,,
2024-06-02 18:49:56,128,Old Friend,776,HG,MP-446,2,0,,,
2024-06-02 18:50:23,128,Old Friend,776,SMG,MP40,2,0,,,
2024-06-02 18:50:38,128,Old Friend,776,RF,VM59,2,0,,,
2024-06-02 18:56:50,128,Old Friend,777,RF,SVT-38,2,0,,,
2024-06-02 18:57:20,128,Old Friend,777,AR,SIG-510,2,0,,,
2024-06-02 18:57:50,128,Old Friend,777,SMG,PPSh-41,2,0,,,
2024-06-02 18:58:21,128,Old Friend,777,MG,FG42,2,0,,,
2024-06-02 18:58:52,128,Old Friend,777,AR,Type63,2,0,,,
2024-06-02 18:59:09,128,Old Friend,777,SMG,m45,2,0,,,
2024-06-02 19:17:15,128,Old Friend,778,RF,VM59,2,0,,,
2024-06-02 19:17:44,128,Old Friend,778,SMG,IDW,2,0,,,
2024-06-02 19:18:37,128,Old Friend,778,HG,MP-446,2,0,,,
2024-06-02 19:19:07,128,Old Friend,778,AR,SIG-510,2,0,,,
2024-06-02 19:19:19,128,Old Friend,778,RF,G43,2,0,,,
2024-06-02 19:20:27,128,Old Friend,779,AR,OTs-12,3,1,,,
2024-06-02 19:20:49,128,Old Friend,779,SMG,MP40,2,0,,,
2024-06-02 19:21:11,128,Old Friend,779,RF,VM59,2,0,,,
2024-06-02 19:21:36,128,Old Friend,779,SMG,Type64,2,0,,,
2024-06-02 19:22:01,128,Old Friend,779,SMG,m45,2,0,,,
2024-06-02 19:22:12,128,Old Friend,779,SMG,Type64,2,0,,,
2024-06-02 19:24:36,128,Old Friend,780,AR,StG44,3,1,,,
2024-06-02 19:25:28,128,Old Friend,780,RF,G43,2,0,,,
2024-06-02 19:25:50,128,Old Friend,780,RF,VM59,2,0,,,
2024-06-02 19:26:03,128,Old Friend,780,HG,MP-446,2,0,,,
2024-06-02 19:27:18,128,Old Friend,781,HG,Gr USPCompact,2,0,,,
2024-06-02 19:27:47,128,Old Friend,781,RF,VM59,2,0,,,
2024-06-02 19:28:41,128,Old Friend,781,MG,FG42,2,0,,,
2024-06-02 19:29:10,128,Old Friend,781,RF,G43,2,0,,,
2024-06-02 19:29:27,128,Old Friend,781,SMG,Type64,2,0,,,
2024-06-02 19:34:02,128,Old Friend,783,HG,Type92,3,1,,,
2024-06-02 19:34:31,128,Old Friend,783,HG,PPK,2,0,,,
2024-06-02 19:35:22,128,Old Friend,783,SMG,Type64,2,0,,,
2024-06-02 19:35:45,128,Old Friend,783,RF,G43,2,0,,,
2024-06-02 19:35:56,128,Old Friend,783,HG,MP-446,2,0,,,
2024-06-02 19:37:10,128,Old Friend,784,RF,VM59,2,0,,,
2024-06-02 19:37:38,128,Old Friend,784,AR,L85A1,2,0,,,
2024-06-02 19:38:06,128,Old Friend,784,MG,FG42,2,0,,,
2024-06-02 19:38:34,128,Old Friend,784,HG,Gr USPCompact,2,0,,,
2024-06-02 19:39:02,128,Old Friend,784,SMG,IDW,2,0,,,
2024-06-02 19:39:18,128,Old Friend,784,HG,Tokarev,3,1,,,
2024-06-02 19:42:48,128,Old Friend,785,RF,G43,2,0,,,
2024-06-02 19:43:13,128,Old Friend,785,AR,Type63,2,0,,,
2024-06-02 19:43:42,128,Old Friend,785,RF,SV-98,3,1,,,
2024-06-02 19:44:12,128,Old Friend,785,HG,MP-446,2,0,,,
2024-06-02 19:44:41,128,Old Friend,785,HG,MP-446,2,0,,,
2024-06-02 19:44:55,128,Old Friend,785,MG,FG42,2,0,,,
2024-06-02 19:46:15,128,Old Friend,786,HG,Gr USPCompact,2,0,,,
2024-06-02 19:46:43,128,Old Friend,786,SMG,IDW,2,0,,,
2024-06-02 19:47:12,128,Old Friend,786,SMG,PPSh-41,2,0,,,
2024-06-02 19:47:41,128,Old Friend,786,HG,MP-446,2,0,,,
2024-06-02 19:48:10,128,Old Friend,786,MG,DP28,2,0,,,
2024-06-02 19:48:26,128,Old Friend,786,HG,PPK,2,0,,,
2024-06-02 19:54:39,128,Old Friend,787,AR,Type63,2,0,,,
2024-06-02 19:55:07,128,Old Friend,787,SMG,Type64,2,0,,,
2024-06-02 19:55:36,128,Old Friend,787,SMG,IDW,2,0,,,
2024-06-02 19:56:05,128,Old Friend,787,HG,Gr USPCompact,2,0,,,
2024-06-02 19:56:33,128,Old Friend,787,AR,Type63,2,0,,,
2024-06-02 19:56:46,128,Old Friend,787,MG,FG42,2,0,,,
2024-06-02 19:59:01,128,Old Friend,788,MG,DP28,2,0,,,
2024-06-02 19:59:28,128,Old Friend,788,SMG,IDW,2,0,,,
2024-06-02 19:59:54,128,Old Friend,788,AR,L85A1,2,0,,,
2024-06-02 20:00:22,128,Old Friend,788,RF,VM59,2,0,,,
2024-06-02 20:00:48,128,Old Friend,788,SMG,IDW,2,0,,,
2024-06-02 20:01:03,128,Old Friend,788,SMG,m45,2,0,,,
2024-06-02 20:02:47,128,Old Friend,789,AR,L85A1,2,0,,,
2024-06-02 20:03:15,128,Old Friend,789,HG,MP-446,2,0,,,
2024-06-02 20:03:43,128,Old Friend,789,RF,VM59,2,0,,,
2024-06-02 20:04:12,128,Old Friend,789,HG,M1895,2,0,,,
2024-06-02 20:04:27,128,Old Friend,789,HG,M1895,2,0,,,
2024-06-02 20:17:57,128,Old Friend,790,AR,SIG-510,2,0,,,
2024-06-02 20:18:27,128,Old Friend,790,SMG,Type64,2,0,,,
2024-06-02 20:18:56,128,Old Friend,790,SMG,m45,2,0,,,
2024-06-02 20:19:27,128,Old Friend,790,SMG,m45,2,0,,,
2024-06-02 20:19:44,128,Old Friend,790,SMG,MP40,2,0,,,
2024-06-02 20:21:56,128,Old Friend,791,SMG,Type64,2,0,,,
2024-06-02 20:22:23,128,Old Friend,791,SMG,m45,2,0,,,
2024-06-02 20:22:49,128,Old Friend,791,RF,G43,2,0,,,
2024-06-02 20:23:18,128,Old Friend,791,AR,SIG-510,2,0,,,
2024-06-02 20:23:48,128,Old Friend,791,AR,SIG-510,2,0,,,
2024-06-02 20:24:07,128,Old Friend,791,RF,G43,2,0,,,
2024-06-02 20:26:30,128,Old Friend,792,AR,L85A1,2,0,,,
2024-06-02 20:26:54,128,Old Friend,792,HG,M9,3,1,,,
2024-06-02 20:27:16,128,Old Friend,792,RF,SVT-38,2,0,,,
2024-06-02 20:27:40,128,Old Friend,792,SMG,MP40,2,0,,,
2024-06-02 20:27:49,128,Old Friend,792,SMG,Type64,2,0,,,
2024-06-02 20:28:59,128,Old Friend,793,SMG,MP40,2,0,,,
2024-06-02 20:29:25,128,Old Friend,793,AR,Type63,2,0,,,
2024-06-02 20:30:15,128,Old Friend,793,AR,StG44,3,1,,,
2024-06-02 20:30:44,128,Old Friend,793,AR,SIG-510,2,0,,,
2024-06-02 20:30:53,128,Old Friend,793,AR,Type63,2,0,,,
2024-06-02 20:33:54,128,Old Friend,794,SMG,IDW,2,0,,,
2024-06-02 20:34:21,128,Old Friend,794,MG,FG42,2,0,,,
2024-06-02 20:34:42,128,Old Friend,794,RF,G43,2,0,,,
2024-06-02 20:35:10,128,Old Friend,794,RF,VM59,2,0,,,
2024-06-02 20:35:34,128,Old Friend,794,MG,FG42,2,0,,,
2024-06-02 20:35:48,128,Old Friend,794,MG,DP28,2,0,,,
2024-06-02 20:38:14,128,Old Friend,795,AR,Type63,2,0,,,
2024-06-02 20:38:42,128,Old Friend,795,MG,DP28,2,0,,,
2024-06-02 20:39:09,128,Old Friend,795,MG,DP28,2,0,,,
2024-06-02 20:39:37,128,Old Friend,795,SMG,Type64,2,0,,,
2024-06-02 20:39:53,128,Old Friend,795,SMG,m45,2,0,,,
2024-06-02 20:41:20,128,Old Friend,796,MG,DP28,2,0,,,
2024-06-02 20:41:48,128,Old Friend,796,AR,Type63,2,0,,,
2024-06-02 20:42:16,128,Old Friend,796,MG,Bren,3,1,,,
2024-06-02 20:42:45,128,Old Friend,796,HG,Gr USPCompact,2,0,,,
2024-06-02 20:43:16,128,Old Friend,796,AR,L85A1,2,0,,,
2024-06-02 20:43:32,128,Old Friend,796,SMG,MP40,2,0,,,
2024-06-02 20:52:42,128,Old Friend,797,SMG,STEN MkⅡ,3,1,,,
2024-06-02 20:53:08,128,Old Friend,797,HG,PPK,2,0,,,
2024-06-02 20:53:37,128,Old Friend,797,RF,VM59,2,0,,,
2024-06-02 20:54:01,128,Old Friend,797,SMG,PPSh-41,2,0,,,
2024-06-02 20:54:16,128,Old Friend,797,MG,DP28,2,0,,,
2024-06-02 20:56:01,128,Old Friend,798,SMG,PPS-43,3,1,,,
2024-06-02 20:56:29,128,Old Friend,798,SMG,MP40,2,0,,,
2024-06-02 20:57:00,128,Old Friend,798,AR,StG44,3,1,,,
2024-06-02 20:57:29,128,Old Friend,798,SMG,m45,2,0,,,
2024-06-02 20:58:02,128,Old Friend,798,HG,PPK,2,0,,,
2024-06-02 20:58:21,128,Old Friend,798,RF,SVT-38,2,0,,,
2024-06-02 20:59:49,128,Old Friend,799,AR,OTs-12,3,1,,,
2024-06-02 21:00:18,128,Old Friend,799,SMG,Type64,2,0,,,
2024-06-02 21:01:15,128,Old Friend,799,HG,MP-446,2,0,,,
2024-06-02 21:01:49,128,Old Friend,799,MG,FG42,2,0,,,
2024-06-02 21:02:06,128,Old Friend,799,SMG,m45,2,0,,,
2024-06-02 21:06:46,128,Old Friend,800,AR,SIG-510,2,0,,,
2024-06-02 21:07:14,128,Old Friend,800,SMG,PPSh-41,2,0,,,
2024-06-02 21:07:42,128,Old Friend,800,RF,SV-98,3,1,,,
2024-06-02 21:08:11,128,Old Friend,800,HG,Gr USPCompact,2,0,,,
2024-06-02 21:08:28,128,Old Friend,800,AR,SIG-510,2,0,,,
2024-06-02 21:11:09,128,Old Friend,801,HG,Gr USPCompact,2,0,,,
2024-06-02 21:11:36,128,Old Friend,801,MG,DP28,2,0,,,
2024-06-02 21:12:09,128,Old Friend,801,RF,G43,2,0,,,
2024-06-02 21:12:37,128,Old Friend,801,AR,Type63,2,0,,,
2024-06-02 21:13:06,128,Old Friend,801,MG,DP28,2,0,,,
2024-06-02 21:13:22,128,Old Friend,801,MG,M1919A4,3,1,,,
2024-06-02 21:16:34,128,Old Friend,802,AR,OTs-12,3,1,,,
2024-06-02 21:17:01,128,Old Friend,802,HG,M1895,2,0,,,
2024-06-02 21:17:54,128,Old Friend,802,HG,PPK,2,0,,,
2024-06-02 21:18:22,128,Old Friend,802,SMG,MP40,2,0,,,
2024-06-02 21:18:38,128,Old Friend,802,SMG,PPSh-41,2,0,,,
2024-06-02 21:43:22,128,Old Friend,803,HG,Gr USPCompact,2,0,,,
2024-06-02 21:43:50,128,Old Friend,803,MG,FG42,2,0,,,
2024-06-02 21:44:41,128,Old Friend,803,SMG,MP40,2,0,,,
2024-06-02 21:45:10,128,Old Friend,803,SMG,PPSh-41,2,0,,,
2024-06-02 21:45:26,128,Old Friend,803,MG,DP28,2,0,,,
2024-06-02 21:56:30,128,Old Friend,804,HG,M1895,2,0,,,
2024-06-02 21:57:00,128,Old Friend,804,SMG,Type64,2,0,,,
2024-06-02 21:57:29,128,Old Friend,804,AR,Type63,2,0,,,
2024-06-02 21:58:00,128,Old Friend,804,MG,DP28,2,0,,,
2024-06-02 21:58:29,128,Old Friend,804,AR,L85A1,2,0,,,
2024-06-02 21:58:46,128,Old Friend,804,RF,SVT-38,2,0,,,
2024-06-02 23:17:37,128,Old Friend,805,RF,SV-98,3,1,,,
2024-06-02 23:18:01,128,Old Friend,805,SMG,PPSh-41,2,0,,,
2024-06-02 23:18:30,128,Old Friend,805,HG,Gr USPCompact,2,0,,,
2024-06-02 23:19:08,128,Old Friend,805,SMG,Type64,2,0,,,
2024-06-02 23:19:39,128,Old Friend,805,AR,L85A1,2,0,,,
2024-06-02 23:19:50,128,Old Friend,805,HG,P08,3,1,,,
2024-06-02 23:24:47,128,Old Friend,806,RF,M1 Garand,3,1,,,
2024-06-02 23:25:14,128,Old Friend,806,RF,VM59,2,0,,,
2024-06-02 23:25:41,128,Old Friend,806,SMG,IDW,2,0,,,
2024-06-02 23:26:09,128,Old Friend,806,SMG,m45,2,0,,,
2024-06-02 23:26:28,128,Old Friend,806,MG,DP28,2,0,,,
2024-06-03 00:00:20,500983,Merchant's Pass - X,2,SMG,M38,2,0,,,
2024-06-03 00:01:09,500983,Merchant's Pass - X,2,HG,FF FNP9,2,0,,,
2024-06-03 00:01:42,500983,Merchant's Pass - X,2,AR,Galil,2,0,,,
2024-06-03 00:01:42,500983,Merchant's Pass - X,2,SMG,MP40,2,0,,,
2024-06-03 00:05:41,500888,Radiation Zone - VI,1,SMG,PP-2000,2,0,,,
2024-06-03 00:06:17,500888,Radiation Zone - VI,1,RF,FF FN49,2,0,,,
2024-06-03 00:06:17,500888,Radiation Zone - VI,1,SMG,Type64,2,0,,,
2024-06-03 14:42:57,128,Old Friend,807,SMG,IDW,2,0,,,
2024-06-03 14:43:26,128,Old Friend,807,HG,Gr USPCompact,2,0,,,
2024-06-03 14:44:18,128,Old Friend,807,SMG,Type64,2,0,,,
2024-06-03 14:44:47,128,Old Friend,807,HG,Type92,3,1,,,
2024-06-03 14:45:02,128,Old Friend,807,SMG,MP40,2,0,,,
2024-06-03 14:46:53,128,Old Friend,808,AR,SIG-510,2,0,,,
2024-06-03 14:47:21,128,Old Friend,808,SMG,Type64,2,0,,,
2024-06-03 14:47:43,128,Old Friend,808,HG,PPK,2,0,,,
2024-06-03 14:48:08,128,Old Friend,808,SMG,m45,2,0,,,
2024-06-03 14:48:18,128,Old Friend,808,AR,SIG-510,2,0,,,
2024-06-03 18:36:55,500941,Radiation Zone - VI,4,MG,MG34,2,0,,,
2024-06-03 18:39:04,500941,Radiation Zone - VI,4,SMG,M3,2,0,,,
2024-06-03 18:39:36,500941,Radiation Zone - VI,4,AR,StG44,3,1,,,
2024-06-03 18:40:25,500831,Ruins of the Earth Alter - III,5,HG,M1911,2,0,,,
2024-06-03 18:41:25,500831,Ruins of the Earth Alter - III,5,SMG,PP-2000,2,0,,,
2024-06-03 18:42:59,500831,Ruins of the Earth Alter - III,5,HG,P38,2,0,,,
2024-06-03 18:42:59,500831,Ruins of the Earth Alter - III,5,HG,HS2000,5,5,,,
2024-06-03 18:43:50,500851,Sanctum of Totems - III,2,HG,P38,2,0,,,
2024-06-03 18:45:20,500851,Sanctum of Totems - III,2,SMG,M3,2,0,,,
2024-06-03 18:46:23,500851,Sanctum of Totems - III,2,MG,MG34,2,0,,,
2024-06-03 18:47:15,500851,Sanctum of Totems - III,2,MG,AAT-52,2,0,,,
2024-06-03 18:47:15,500851,Sanctum of Totems - III,2,SMG,PPSh-41,2,0,,,
2024-06-03 18:48:12,500946,Radiation Zone - VI,3,AR,FF F2000,2,0,,,
2024-06-03 18:48:51,500946,Radiation Zone - VI,3,MG,LWMMG,2,0,,,
2024-06-03 18:50:44,500946,Radiation Zone - VI,3,HG,P38,2,0,,,
2024-06-03 18:51:16,500946,Radiation Zone - VI,3,SMG,PP-2000,2,0,,,
2024-06-03 18:51:16,500946,Radiation Zone - VI,3,RF,FF FN49,2,0,,,
2024-06-03 22:18:50,500897,Radiation Zone - VI,2,HG,FF FNP9,2,0,,,
2024-06-03 22:19:55,500897,Radiation Zone - VI,2,SMG,Type64,2,0,,,
2024-06-03 22:21:34,500897,Radiation Zone - VI,2,HG,M1911,2,0,,,
2024-06-03 22:26:42,500957,Doll Duplication Plant - V,2,HG,Bren Ten,2,0,,,
2024-06-03 22:27:25,500957,Doll Duplication Plant - V,2,SMG,Type64,2,0,,,
2024-06-03 22:30:38,500924,Sanctum of Totems - III,1,MG,AAT-52,2,0,,,
2024-06-03 22:33:31,500924,Sanctum of Totems - III,1,HG,P38,2,0,,,
2024-06-03 22:33:31,500924,Sanctum of Totems - III,1,MG,DP28,2,0,,,
2024-06-03 22:39:27,500999,Doll Duplication Plant - V,3,HG,P38,2,0,,,
2024-06-03 22:40:44,500999,Doll Duplication Plant - V,3,MG,AAT-52,2,0,,,
2024-06-03 22:40:44,500999,Doll Duplication Plant - V,3,HG,Bren Ten,2,0,,,
2024-06-03 23:16:32,530161,Final Storage Place,1,SMG,M38,2,0,,,
2024-06-03 23:21:13,530161,Final Storage Place,1,SMG,PPSh-41,2,0,,,
2024-06-04 00:28:41,11506,Stolen Dreams,1,SMG,MP40,2,0,,,
2024-06-04 00:33:49,11506,Stolen Dreams,1,SMG,m45,2,0,,,
2024-06-04 00:34:47,11506,Stolen Dreams,1,AR,L85A1,2,0,,,
2024-06-04 00:35:33,11506,Stolen Dreams,1,RF,G43,2,0,,,
2024-06-04 00:35:33,11506,Stolen Dreams,1,RF,G43,2,0,,,
2024-06-04 01:01:40,11518,Ceaseless Mockery EX,102,SMG,Type64,2,0,,,
2024-06-04 01:02:19,11518,Ceaseless Mockery EX,102,SMG,Type64,2,0,,,
2024-06-04 01:02:55,11518,Ceaseless Mockery EX,102,AR,Gr G3,2,0,,,
2024-06-04 01:03:31,11518,Ceaseless Mockery EX,102,MG,MG34,2,0,,,
2024-06-04 01:03:31,11518,Ceaseless Mockery EX,102,SMG,Ingram,3,1,,,
2024-06-04 01:06:35,11518,Ceaseless Mockery EX,103,HG,P38,2,0,,,
2024-06-04 01:07:17,11518,Ceaseless Mockery EX,103,SMG,Type64,2,0,,,
2024-06-04 01:07:54,11518,Ceaseless Mockery EX,103,HG,Bren Ten,2,0,,,
2024-06-04 01:08:33,11518,Ceaseless Mockery EX,103,AR,FF F2000,2,0,,,
2024-06-04 01:08:33,11518,Ceaseless Mockery EX,103,SMG,PP-2000,2,0,,,
2024-06-04 01:59:55,11518,Ceaseless Mockery EX,104,HG,Makarov,3,1,,,
2024-06-04 02:01:17,11518,Ceaseless Mockery EX,104,SMG,Spectre M4,2,0,,,
2024-06-04 02:02:10,11518,Ceaseless Mockery EX,104,HG,Bren Ten,2,0,,,
2024-06-04 02:03:09,11518,Ceaseless Mockery EX,104,AR,Galil,2,0,,,
2024-06-04 02:03:09,11518,Ceaseless Mockery EX,104,MG,AAT-52,2,0,,,
2024-06-04 02:09:26,11518,Ceaseless Mockery EX,105,AR,Galil,2,0,,,
2024-06-04 02:10:58,11518,Ceaseless Mockery EX,105,AR,FF FNC,3,1,,,
